tweet;class1;classification
Was ist denn heute mit meiner 81jährigen Mutter los? Bei Merkels #Neujahrsansprache schimpft sie ununterbrochen wie ein Rohrspatz. |LBR| Deren gefährlich-größenwahnsinnige Welterklärung (sinngemäß: sie muss für andere Länder mitdenken) bringt nun auch unsere Seniorinnen auf die Palme.;1;1
In ihrer wahnhaften #Neujahrsansprache fantasiert Merkel von der „Schicksalsfrage des Klimawandels“ und kündigt die Zerschlagung von „traditionellen Technologien“ an. Das sind schlechte Aussichten für die Automobil- und Maschinenbauindustrien als Grundlage unseres Wohlstands.;1;1
Im TV-Silvesterprogramm laufen Sketche aus meiner Jugend: Jerry Lewis imitiert das Tippen auf einer Schreibmaschine, Dieter Krebs und Carell rauchen im Flugzeug bzw. im Lokal, Juhnke benutzt eine Telefonzelle, die Kellner siezen ihre Gäste. |LBR| Wie hat sich die Welt doch geändert.;0;0
Die Akuelle Stunde im @WDR jubelt: Durch Kontrollen, Absperrgitter und Feuerwerksverbot wird die Kölner Innenstadt für Besucher zu Silvester möglichst unattraktiv und damit sicherer. |LBR| Am Besten, wir bleiben alle nur noch im Haus. So ersparen wir Frau Merkel schlimme Schlagzeilen.;0;0
@JoanaCotar Die Vorstellung der CDU-Abgeordneten von Diskussion in einer Demokratie besteht darin, dass die Anführerin etwas sagt und dann alle stehend elf Minuten lang klatschen dürfen. Und die Reporter des Staats-TV fordern in PK die Weltpresse auf, der;1;1
@tagesschau @ConstSchreiber Nein, es ist ein innerislamischer Glaubenskrieg und eben kein klassischer internationaler Konflikt zwischen Staaten im Verteilungskampf um Ressourcen.;0;0
Nasskalt draußen. Im Haus brüllen alle Heizungen. Der Kater liegt faul auf der Decke. Mein Kaffee dampft. |LBR| In 50 Jahren werden sich die Menschen darüber köstlich amüsieren, dass die größte Sorge von Politik und Panikmedien damals war, es könne im Winter etwas wärmer werden.;1;1
@cem_oezdemir @DIEZEIT Deutschland ist viel mehr als das Grundgesetz. Man kann unser Land nicht auf ein geographisches Gebiet mit einer politischen Verfassung reduzieren und dabei die kulturellen Besonderheiten der Deutschen als unwichtig für deren Staats;0;0
Horrorfilm-Idee: Sie sitzen mit einem netten Nachbarn zusammen. Ein Supertyp. Dann kritisieren Sie eine vor Jahrhunderten verstorbene Person. Urplötzlich verändert sich der nette Nachbar. Die Augen funkeln, er brüllt, droht mit Köpfen. |LBR| Wir haben Millionen dieser Psychos im Land.;1;1
Wer eine #Moscheesteuer fordert, muss sicherstellen, dass in Deutschland junge Frauen ohne Lebensgefahr aus dieser Steuer und damit aus dem Islam austreten können, wenn sie es wollen. |LBR| Denn genau das ist der Unterschied zur Kirchensteuer und dem Austritt aus einer christ. Kirche.;1;1
Parallelgesellschaft: Das eigentliche politische Ziel der #Moscheesteuer ist gar nicht die Verhinderung ausländischer Finanzierung, sondern die Rechtserlaubnis für islamische Körperschaften. Damit dürften diese als Dienstherren das deutsche Arbeitsrecht durch die Sharia ersetzen.;0;0
@PBahners Toleranz braucht man nicht für Gleichgesinnte.;0;0
@dushanwegner Schulz geht jetzt so lange in Wahlen, bis für ihn endlich ein Platz bei Let‘s Dance frei geworden ist. Hat bei Heide Simonis auch geholfen.;1;1
Meine ältere Schwester ist lieb und nett. Aber wie gewöhne ich ihr endlich ab, dass sie dauernd in meinem eigenen Haus an meinem eigenen Tisch mir mein eigenes Essen anbietet? <U+0001F643>#kleinerBruder;0;0
@Jody29567782 Würden wir das wirklich auch machen? |LBR| Eine 16jährige Nachbarstochter steht morgens um 3.30 Uhr auf, um mit dem Bus zu ihrer einjährigen Praktikumsstelle im Krankenhaus (200 € im Monat) zu fahren. Die heult nie, sondern ist immer fröhlic;0;0
@Hallaschka_HH Antisemitismus gehört zur DNA von Luthers Kirche.;1;1
@AfpMayer Marokko vollstreckt auf Drängen der EU schon seit Jahrzehnten keine verhängten Todesstrafen mehr.;0;0
@SPIEGELONLINE Wenn Trump nicht lügt, ist Euch das auch schon wieder nicht recht.;0;0
@misscaro In der Wirklichkeit würde eine unverheiratete Schwangere im Schlepperboot von den mitreisenden fundamentalistischen männlichen Mitfahrern enthauptet und über Bord geworfen werden. #Sharia;1;1
@GermanyOnMENA Nein, Maria und Josef waren in Bethlehem nicht auf der Flucht. |LBR| Ihr seid offenbar ideologisch so verbohrt, dass Ihr alles und jeden in |LBR| - Flüchtlingen und deren Unterstützer (= die moralisch Guten) |LBR| - sowie in „denen, die sch;1;1
@cem_oezdemir Fakenews. Das Video zeigt keine EU-Küste und kein in der EU verkauftes Plastik. Der Pazifik wird nicht sauberer, wenn meiner kleinen Tochter die Strohhalme verboten werden.;0;0
Sie schiebt ihm einen Sohn unter, der nie den fürsorglichen Stiefvater akzeptiert, sondern undankbar allen erzählt, Gott sei sein Vater. Die Kirche mag Maria verehren und Jesus anbeten. Aber es sind fleißige Männer wie Josef, die unsere Welt zusammenhalten. |LBR| Frohe Weihnachten!;0;0
@LinkeSPD @b_riexinger @CocaComas Es ist keine „Solidarität mit den Schwächsten“, wenn diese zur moralischen Selbstbeweihräucherung der gutverdienenden Gutmenschen auf einem globalisierten Arbeitsmarkt in Deutschland mit den Armutsmigranten aus aller Welt;0;0
@b_riexinger Immerhin hat man den Armen Suppe gegeben und ihnen nicht geraten, bei Hunger doch Kuchen zu essen.;0;0
"„Mama“ war das letzte Wort der in Marokko enthaupteten Louisa. |LBR| „Hier ist dein Kopf, Feindin A...“, waren die letzte Worte, die sie in ihrem Leben hörte; mit dem Fuß des Mörders auf ihrem Kopf. |LBR| Noch eindringlicher kann der Unterschied zwischen Religionen nicht sein.";0;0
@Karl_Lauterbach Wer hat Schuld an Vulkanausbrüchen?;0;0
@udostiehl @DoraGezwitscher § 131 Abs. 2: |LBR| „Absatz 1 gilt nicht, wenn die Handlung der Berichterstattung über Vorgänge des Zeitgeschehens oder der Geschichte dient.“;0;0
@udostiehl @DoraGezwitscher Überlassen Sie die politische Bewertung Ihrer Tweets einfach den Fachleuten in den Parlamenten.<U+0001F609>;0;0
"@de_escalation Sie können ja gern dahin reisen und sich den kurdischen Milizen anschließen; niemand hindert Sie daran. Aber verlangen Sie nicht von jungen Amerikanern, dort für Ihre politischen Ansichten zu sterben.";0;0
Ich glaube, Trumps Rückzug aus #Syrien hat auch mit der #Kashoggi-Zerstückelung durch seine saudischen Verbündeten zu tun. Ihm ist nun klar geworden, dass dort auf ALLEN Seiten nur bestialische Mörder hocken, die das Blut amerikanischer Soldaten nicht verdient haben.;1;1
"Der schreckliche syrische Bürgerkrieg ist im Kern ein innerislamischer Glaubenskrieg. Das sollen die unter sich auskämpfen; der Westen kann dort nur verlieren.";0;0
Schon bemerkt? Das @heutejournal unterlegt neuerdings seine Filmberichte über (d.h.: gegen) #Trump mit leise-bedrohlicher Synthesizermusik. |LBR| Denn das #Relotius-Prinzip des Mainstreams besteht nicht nur aus plumper Lügerei. Es umfasst alle Arten der psychologischen Manipulation.;1;1
@_A_K_K_ Wenn Ihnen die „Zukunft unserer Automobilindustrie, erfolgreicher Strukturwandel“ und China wirklich am Herzen liegen, dann tauschen Sie Ihren dampfplaudernden Landsmannsbuddy Altmaier endlich gegen einen kompetenten Wirtschaftsfachmann und grenz;1;1
Der von Trump beschlossene Abzug der Amerikaner aus #Syrien ist folgerichtig. Der Kampf gegen religiösen Terror ist nicht zu gewinnen, wenn Europa nicht mitmacht, sondern deren Eliten bei jeder Enthauptung ihrer eigenen Bürger Rechtfertigungen für eine bösartige Ideologie finden.;1;1
Mein Maler könnte nie für den Staat arbeiten. Nachdem ich ihm die gewünschten Arbeiten im Haus gezeigt hatte, kündigte er nicht etwa ein langes Verfahren zur Erstellung einer Machbarkeitsstudie meines Renovierungskonzepts an. Er holte einfach seine Sachen und begann. Verrückt!;1;1
@WolfgangHerle @DerKlunki So ist es. Die nicht-fossilien Energiequellen werden durch Verbrauchssteuern massiv subventioniert.;0;0
@VivaPapaya Wenn die Menschheit schon seit einem halben Jahrhundert wissenschaftliche Experimente in der Schwerelosigkeit durchführt, können Untersuchungen, die erst jetzt an die Reihe kommen, nicht mehr von besonderer Wichtigkeit sein. Der Medienhype um ;0;0
@EUGegner55 Wenn ein talentierter Physiker nicht ans CERN darf, sondern sich fernsehgerechte „Experimente“ für die ISS ausdenken muss, wird er depressiv.;0;0
@platypus803 Materialforschung für T-Shirts nannte das heutejornal heute Abend schwärmend als ein Beispiel von Gersts Experimenten. Offenbar ist so etwas Läppisches schon einer der Leuchtturmprojekte für die Medien.;0;0
@vt27kolt11 Am Besten, der Staat verbietet die komplette Miete. Die Häuser stehen doch sowieso schon.<U+0001F609>;0;0
@ZDFheute Was genau ist der Nachrichtenwert, der diesen Tweet auf ZDFheute rechtfertigt?;0;0
@FalkRichter2 @FcmMicha1 So sehe ich das auch. Man muss sich vielseitig informieren und dann selber werten. Es gibt kein Recht, nicht belogen zu werden.;0;0
Früher sah ich Politiker im Flieger immer hochkonzentriert in ihre Akten vertieft. |LBR| Heute flog Ministerin #Barley mit mir von Berlin nach Köln. Gelangweilt starrte sie eine Stunde lang ins Leere und kennzeichnet so die von der GroKo ins Amt gespülte SPD-Funktionärskaste: faul.;1;1
Der Geschäftsführer eines Industrieverbandes erzählt mir frustriert von seinem Termin im Landesministerium. |LBR| „Die Entourage des Ministers sind fanatische Autohasser“, sagt ihm ein vertrauter Beamter nach dem Treffen, „die kommen hier alle mit dem Fahrrad zum Ministerium.“;0;0
@jacky_lope Bei Ingo Appelt bin ich mal rausgegangen, weil es mir zu doof wurde. |LBR| „Na, musst Du pissen?“, hat mir der beleidigte Staatsclown vor 400 Zuschauern hinterhergebrüllt.;1;1
@IsidorMeyer1 Nö, ich habe mir eine Hundekrawatte besorgt.;0;0
"Große Sätze, die für immer an ihre Urheber erinnern werden: |LBR| <U+25AB><U+FE0F>M. L. King: ""I have a dream!"" |LBR| <U+25AB><U+FE0F>Marx: ""Das Sein bestimmt das Bewusstsein."" |LBR| <U+25AB><U+FE0F>Gandhi: ""Liebe ist die stärkste Macht der Welt."" |LBR| <U+25AB><U+FE0F>Einstein: ""Gott würfelt nicht."" |LBR| <U+25AB><U+FE0F>Martin #Schulz: ""Macron hat mich angerufen.""";0;0
"@Ralf_Stegner Die Politik muss sich endlich die gegenseitige Empörung über ""böse Begriffe"" abgewöhnen und zur Substanz der Themen vordringen. Die Bevölkerung erwartet nun eine Lösung des dreijährigen Migrationschaos.";0;0
@burghard_r Stegner kämpft für seine politischen Ansichten mit offenen Visier.;0;0
Die einzige Aufgabe eines Politikers besteht darin, andere Menschen von seinen politischen Ansichten zu überzeugen und zu begeistern. Ralf Stegner gibt bei #lanz achselzuckend zu, dass ihm dies noch nicht mal bei seinen eigenen Kindern gelingt.;0;0
Wie sehr sich die SPD-Führung von der Realität entfernt hat, sieht man daran, dass sie beim #spdbpt18 Eichel, Müntefering und Scharping in die erste Reihe setzen in der naiven Hoffnung, das käme bei den Delegierten toll an. |LBR| #MacronHatMichAngerufen;0;0
Hoffentlich wird die liberal-bürgerliche #AfD in ihrem Wahlprogramm zur #Bürgerschaftswahl in Bremen ein klares Signal für den Beitritt von Bremen und Bremerhaven zum Bundesland #Niedersachsen setzen. @afd_hb;0;0
Das sogenannte #Paritegesetz hat für die diesjährige Landtagswahl in #Brandenburg keine Auswirkung. |LBR| Die Wähler haben es in der Hand, diesen femifaschistischen Unsinn wieder zu beseitigen indem sie die liberal-bürgerliche #AfD wählen.;0;0
Wie es ausschaut kommt #Großbritannien genau dann aus dem korrupten Sauhaufen raus, wenn die #Rezession in der #EU so richtig schön zuschlägt. |LBR| Die Briten haben mit dem #Brexit alles richtig gemacht.;1;1
Ja, die #EU hat ganz andere gravierende Probleme als den #Brexit. |LBR| Die #Rezession ist zurück, wir dürfen uns auf die nächste Runde #Bankencrash einstellen. |LBR| Leute, räumt Euer Geld von den Konten ab, bevor es weg ist.;0;0
Die einzig wirkungsvolle #Sanktion ist die, wenn der sanktionierende Staat die in seinem Einflussbereich befindlichen Vermögen des sanktionierten Staates / Regimes einfriert.;0;0
Ja, #Sanktionen sind tendenziell wirkungslos. |LBR| Wenn ein Land #Exportsanktionen verhängt, dann leiden nur die Exportunternehmen darunter. Der sanktionierte Staat kauft dann bei der Konkurrenz. |LBR| #Importsanktionen sind genauso unsinnig. Man muss dann teurer woanders einkaufen.;0;0
Dieses #Paritegesetz bläht nur die Listen der Parteien auf. |LBR| Wie bisher werden die aussichtsreichsten Plätze vergeben und dann die Liste mit Quotenweibchen aufgefüllt. |LBR| Ein ganz ganz toller Erfolg der linken Wirrköpfe.;1;1
"Eine #Kinderehe wäre es, wenn ein 12jähriges Mädchen einen 12jährigen Jungen heiraten würde. Dann passt der Begriff. |LBR| Wenn aber ein 48jähriger Sack ein 9jähriges Mädchen schändet, ist das keine sogenannte ""#Kinderehe"", sondern #Kinderschändung, ein bestialisches Verbrechen";1;1
Auch sehr verwirrend. |LBR| Wenn das #Merkel-Regime die Entscheidung von #Trump, die #US-Truppen aus #Afghanistan abzuziehen, für falsch hält, dann müsste die #Bundeswehr doch am #Hindukusch bleiben und weiterhin die Demokratie verteidigen, oder?!? @BMVg_Bund;0;0
Die Wahrheit ist ganz einfach. |LBR| Im Prinzip sind #Sanktionen wirkungslos, schaden in der Regel eher dem Staat, der die Sanktionen verhängt als dem Staat, gegen die sie gerichtet sein sollen.;0;0
"Wenn #Sanktionen tatsächlich so wirkungsvoll wären, dann hätte der #Ostblock doch einfach Wirtschaftssanktionen gegen den verhassten #Klassenfeind verhängen können. |LBR| Dann wäre doch der ""Westen"" in Null Komma Nix zusammengebrochen, oder?!?";0;0
Auch sehr merkwürdig. |LBR| Wirtschaftliche #Sanktionen des Klassenfeinds haben also die Macht, das sozialistische #Paradies in #Venezuela zu zerstören?!? |LBR| Warum verhängt die #Maduro-Verbrecherbande nicht einfach #Sanktionen gegen die #USA und zerstört diese dann damit?!?;0;0
@ShakRiet Das ist eine reine Phantomdiskussion |LBR| #Irland und #Großbritannien haben sich schon längst geeinigt, dass sie keine Grenzkontrollen auf der Insel einführen werden. Die #EU hat hier überhaupt kein Mitspracherecht.;0;0
Der sozialistische #Mindestlohn in #Venezuela beträgt 18.000 Bolivar, das sind umgerechnet derzeit 5,08 € im Monat. |LBR| Ein Lehrer erhält den doppelten Mindestlohn, also 11,16 € im Monat. Das sind am Tag 0,37 €. |LBR| Ja, #Sozialismus ist ganz ganz toll, liebe Linksverwirrte.;1;1
Auch sehr merkwürdig. |LBR| Die #SED fordert neuerdings einen #Mindestlohn von 12,63 € pro Stunde. |LBR| Als die Genossen 40 Jahre lang an der Macht waren haben sie in ihren Staatsbetrieben aber nur einen Durchschnittslohn von umgerechnet 0,71 € je Stunde bezahlt.;0;0
Auch komisch irgendwie. |LBR| Die #SED war 40 Jahre lang an der Macht und hatte alle Zeit, alle ihre sozialistischen Forderungen in die Tat umzusetzen. |LBR| Warum haben sie denn nicht ihr sozialistisches #Paradies einfach erschaffen?!?;0;0
@pip_news Ich mache sehr viel selbst, keine Fertigprodukte. Mittagessen für zwei Tage kostet im Schnitt 8 €, also 1,33 € je Person und Tag. |LBR| Wie gesagt, es ist eine Frage, ob man sparsam leben will.;0;0
@pip_news Psssst. Es sind 4,83 € und nicht 1,45 € täglich.;0;0
@pip_news Es gibt mit #H4 145,04 € für Lebensmittel und Getränke im Monat, also 4,83 € pro Tag und nicht 1,45 € pro Tag. |LBR| Wir sind eine dreiköpfige Familie und verbrauchen im Monat für Lebensmittel ca 300 €, bleiben also deutlich unter dem #H4-Satz. ;0;0
Gibt es eigentlich Kochbücher speziell für #Hartz4-Empfänger? |LBR| Also so eine Art Anleitung zur kostengünstigen Ernährung?;0;0
@pip_news Wenn man selber kocht und auf teuren Shnickschnack verzichtet, reichen 145 € für Lebensmittel vollkommen aus. Man muss es halt auch wollen.;0;0
Die Regierung im Land Berlin aus #SPD #SED und #GrünInnen erhöht die #Grundsteuer, obwohl sie genau wissen, dass die Mieter diese durch die Betriebskosten zahlen und somit die Mietwohnungen noch teurer werden. |LBR| Und gleichzeitig jammern die gleichen Linken über teure Wohnungen;0;0
@aloa5 Nein. In Berlin gibt es zwar derzeit die sich im Bau befindliche Verlängerung der A100. Diese ist aber nicht in 2016 oder 2017 fertig gestellt worden.;0;0
@Karl_Lauterbach Ja, Klein-Karl, im Sommer ist es warm und im Winter kalt. |LBR| Sehr gut erkannt, bist ein richtiger kleiner Checker.;1;1
@aloa5 Nein, die Sozialisten um #Corbyn sind gegen den #Brexit, dürfen das aber nicht laut sagen, weil sie damit dann gegen das Votum des #Referendum verstoßen würden. |LBR| Labour wird alles tun, um den #Brexit vereiteln zu können.;0;0
